recursion, loop, algo, allowedP, trueP, n, sentinel, time, 
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 32768, 114.539, 0.0321841
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 38967, 204.035, 0.052043
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 46340, 106.822, 0.0553882
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 55108, 91.965, 0.0605114
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 65536, 61.2098, 0.066875
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 77935, 232.701, 0.114646
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 92681, 34.833, 0.119929
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 110217, 158.456, 0.133884
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 131072, 343.686, 0.142285
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 155871, 106.199, 0.239784
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 185363, 146.588, 0.283564
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 220435, 118.499, 0.287217
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 262144, 313.594, 0.318434
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 311743, 382.887, 0.500542
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 370727, 280.517, 0.545691
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 440871, 118.337, 0.606734
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 524288, 309.047, 0.630412
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 623487, 655.52, 1.08299
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 741455, 96.6169, 1.17468
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 881743, 161.942, 1.23434
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 1048576, 550.877, 1.38623
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 1246974, 103.408, 2.30674
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 1482910, 265.466, 2.48684
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 1763487, 1022.81, 2.608
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 2097152, 1672.13, 2.96781
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 2493948, 1085.24, 4.80043
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 2965820, 473.371, 4.98439
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 3526975, 836.634, 5.39173
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 4194304, 1679.33, 5.96306
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 4987896, 768.932, 10.058
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 5931641, 559.983, 10.9469
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 7053950, 1307.88, 11.783
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 8388608, 2882.48, 12.7835
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 9975792, 3553.85, 22.4211
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 11863283, 1940.72, 22.861
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 14107900, 1159.23, 24.6359
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 16777216, 3402.48, 28.3663
64 - 1, hpce.fast_fourier_transform_combined, 8, 8, 19951584, 2187.89, 44.9747
